Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM01212:SM01212	3	0.4160887656033287	0.00921088241999537	P02679, P12799, P17634	355	14	33701	20.342655935613678	0.9162530386983478	0.17367390842352515	11.443267424934223
UP_KEYWORDS	Apoptosis	21	2.912621359223301	0.00926635655393444	Q6UX65, Q5RBH2, O75293, Q9DA39, Q9JIQ3, Q9UPQ4, Q9JM53, Q3ZC48, Q96S65, Q3SZZ2, P22339, P26794, Q95LJ0, Q6H236, Q9H4B4, Q9Z1P3, Q8HYS5, P13609, Q9NR28, P19139, Q9BX68	719	1236	79990	1.8901994409711438	0.9844138358493896	0.09651599279449175	12.361356754398756
INTERPRO	IPR009050:Globin-like	4	0.5547850208044383	0.009302690660218686	P14527, P02141, P02142, P02019	703	47	76330	9.240640416452287	0.9999982773519958	0.22912449491718778	14.295205712051962
INTERPRO	IPR004790:Isocitrate dehydrogenase NADP-dependent	3	0.4160887656033287	0.009305705034926795	Q9XSG3, O88844, P41562	703	16	76330	20.358285917496445	0.9999982847788335	0.22532143231017066	14.299509708870072
INTERPRO	IPR005810:Succinyl-CoA ligase, alpha subunit	3	0.4160887656033287	0.009305705034926795	P53597, Q9WUM5, Q9YGD2	703	16	76330	20.358285917496445	0.9999982847788335	0.22532143231017066	14.299509708870072
GOTERM_CC_DIRECT	GO:0031904~endosome lumen	3	0.4160887656033287	0.009343075757430985	P04114, Q76B49, P14222	672	15	68124	20.275	0.9843680637124054	0.17964730645494464	12.442518797336522
KEGG_PATHWAY	gga04920:Adipocytokine signaling pathway	3	0.4160887656033287	0.00955016471145069	P05153, Q6DV79, Q90X67	377	12	29944	19.856763925729442	0.9998534838908123	0.2025758784460061	13.929483889904247
KEGG_PATHWAY	rno05322:Systemic lupus erythematosus	3	0.4160887656033287	0.00955016471145069	P84245, P08649, P31722	377	12	29944	19.856763925729442	0.9998534838908123	0.2025758784460061	13.929483889904247
KEGG_PATHWAY	bta00071:Fatty acid degradation	3	0.4160887656033287	0.00955016471145069	Q2KHZ9, O46629, Q2KJC9	377	12	29944	19.856763925729442	0.9998534838908123	0.2025758784460061	13.929483889904247
GOTERM_BP_DIRECT	GO:0090023~positive regulation of neutrophil chemotaxis	4	0.5547850208044383	0.009747968792372611	P04233, O70460, P55160, Q2TBI0	647	46	67534	9.076540555070224	0.9999999998452321	0.23579392447180048	15.736402929691618
GOTERM_CC_DIRECT	GO:0034361~very-low-density lipoprotein particle	4	0.5547850208044383	0.009932208813894235	P98165, P04114, P0DMT8, P26644	672	45	68124	9.011111111111111	0.9879893914965342	0.18208626639445158	13.176696081284533
UP_SEQ_FEATURE	domain:Ig-like C1-type	4	0.5547850208044383	0.00997865672559098	P15814, O19477, P18468, Q95460	635	47	67159	9.00103869994974	0.999999928042822	0.35132334821290767	15.500952821343416
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	11	1.5256588072122053	0.010278212256684141	Q07014, P53690, Q9EP73, O08565, P25054, Q9R182, P26824, O46427, Q5EA85, Q8K1B8, P25116	647	438	67534	2.6214209593981352	0.999999999954993	0.24443143416418167	16.52158458325108
KEGG_PATHWAY	bta01200:Carbon metabolism	4	0.5547850208044383	0.010320488209573724	Q9XSG3, P11179, Q6B855, Q2TBR0	377	36	29944	8.825228411435308	0.9999283834689362	0.21227372462610938	14.969963185619317
GOTERM_MF_DIRECT	GO:0008144~drug binding	7	0.9708737864077669	0.010460649540626173	P35790, Q0VCM4, O08565, P35382, P35846, Q9QYJ6, Q06647	625	193	66065	3.8338238341968913	0.9999434080855476	0.2947994267810288	15.17743946114367
INTERPRO	IPR007084:BRICHOS domain	3	0.4160887656033287	0.010482675970957792	O89051, O42204, O75829	703	17	76330	19.16073968705548	0.9999996828746922	0.2459819972050583	15.96458846994726
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	9	1.248266296809986	0.010584516762352413	P18757, O70460, Q3LRP1, Q8CIS0, Q99MQ3, P26824, P32929, P25116, Q9R012	647	310	67534	3.0303933788702198	0.9999999999779562	0.2482304369249958	16.972010048910903
UP_KEYWORDS	Zymogen	15	2.0804438280166435	0.010608981259607523	P10619, Q5E968, P04186, P53690, P81187, Q3ZCJ8, P00751, O15393, P19637, Q864W0, P31579, O46427, Q8HY81, P95493, P28075	719	767	79990	2.175718484857826	0.9914988089064807	0.1073074723605637	14.029737343530535
BIOCARTA	h_argininecPathway:Catabolic Pathways for Arginine , Histidine, Glutamate, Glutamine, and Proline	3	0.4160887656033287	0.010701553453731222	P00367, P05089, P04181	51	6	1788	17.529411764705884	0.5771501606908824	0.2494227618322966	10.808380517648041
UP_KEYWORDS	Fatty acid metabolism	14	1.9417475728155338	0.010911154530280286	Q9NZ01, P51659, Q8R197, Q7ZYC4, P15650, O46629, Q6PC64, P01027, Q2UVX4, P01024, O14975, Q62651, Q15067, P01025	719	694	79990	2.244271382363433	0.992583808557408	0.10778540340278653	14.401133335898564
GOTERM_BP_DIRECT	GO:0032967~positive regulation of collagen biosynthetic process	4	0.5547850208044383	0.010952032219386449	P29279, P26824, Q62469, P25116	647	48	67534	8.69835136527563	0.9999999999906412	0.25315166142561685	17.509423277647674
UP_SEQ_FEATURE	domain:BRICHOS	3	0.4160887656033287	0.011016811345342926	O89051, O42204, O75829	635	17	67159	18.663918480778136	0.9999999871231043	0.37239345193770934	16.976821674781604
GOTERM_BP_DIRECT	GO:0051209~release of sequestered calcium ion into cytosol	5	0.6934812760055479	0.011092717220085561	F1LMY4, O70460, P26824, P35382, P25116	647	90	67534	5.798900910183754	0.9999999999932585	0.2534583341396277	17.714275858776208
GOTERM_CC_DIRECT	GO:0031410~cytoplasmic vesicle	15	2.0804438280166435	0.01112875689227806	Q7ZWE6, Q91ZR2, P53690, O08565, Q6P1C6, Q96P48, Q80VA5, P60519, Q16625, P34711, O18737, P22892, Q7ZUN8, P35846, Q8R4L0	672	705	68124	2.1569148936170213	0.9929707632462061	0.19390298715563115	14.650256509156034
KEGG_PATHWAY	bta00190:Oxidative phosphorylation	5	0.6934812760055479	0.011146594114069703	P34943, P00125, P31800, P00428, P23004	377	69	29944	5.755583746588244	0.9999667829844195	0.22238452819642696	16.07269813842519
GOTERM_CC_DIRECT	GO:0000276~mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	4	0.5547850208044383	0.011186786537917708	Q5RFH9, P56384, P21571, Q06647	672	47	68124	8.627659574468085	0.9931511488275102	0.18751115819376774	14.721126171140975
KEGG_PATHWAY	hsa00640:Propanoate metabolism	3	0.4160887656033287	0.011193543662539739	P05166, P53597, Q96I99	377	13	29944	18.32932054682718	0.9999682027199841	0.21852687537615534	16.134965390174216
KEGG_PATHWAY	bta05010:Alzheimer's disease	5	0.6934812760055479	0.01170785783855397	P34943, P00125, P31800, P00428, P23004	377	70	29944	5.673361121636984	0.9999802977898005	0.22273320477972924	16.81425358780171
KEGG_PATHWAY	bta05012:Parkinson's disease	5	0.6934812760055479	0.01170785783855397	P34943, P00125, P31800, P00428, P23004	377	70	29944	5.673361121636984	0.9999802977898005	0.22273320477972924	16.81425358780171
KEGG_PATHWAY	pon01100:Metabolic pathways	6	0.8321775312066574	0.011823152888301831	Q5RFH9, Q5RB83, Q5RC24, Q5NVR2, Q5RBM6, Q5RE79	377	108	29944	4.412614205717654	0.9999823029752135	0.2201739598561402	16.96582293854557
UP_KEYWORDS	Ubl conjugation	48	6.657420249653259	0.011997012516577626	P35520, Q569Z6, Q5RBH2, Q2QLE0, Q8N5C6, O88989, P53597, Q5E951, Q5R596, Q7TMV1, Q9WUM5, Q6B4U9, Q3SZZ2, P26794, Q9HCI7, P84245, Q9Z1P3, Q7SXG4, Q9I8N6, Q9JLQ0, P25054, Q9NR28, Q01628, Q5R811, Q9CQW9, P51145, F1LRS8, Q07014, O08565, Q9JIQ3, Q9Z2V4, P35558, Q9JM53, P27925, P18468, Q9QX96, A4L9P5, Q95LJ0, P49312, Q3ZBD0, P62937, Q8HYS5, P67776, Q6PFX9, Q91WT9, P13797, P46527, Q5R6X7	719	3706	79990	1.4409291552172285	0.9954611980489037	0.11539647753727733	15.723470705844411
GOTERM_BP_DIRECT	GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	4	0.5547850208044383	0.012238214580212514	Q13315, Q9H4B4, P78543, P46527	647	50	67534	8.350417310664605	0.9999999999995344	0.27316066390289007	19.36448356161
UP_SEQ_FEATURE	binding site:FAD; via carbonyl oxygen	3	0.4160887656033287	0.012317070963980516	Q60759, Q2KHZ9, Q9JM53	635	18	67159	17.62703412073491	0.9999999985114001	0.39838390047883543	18.79111862045566
GOTERM_MF_DIRECT	GO:0001848~complement binding	3	0.4160887656033287	0.012329121338357986	P00751, P98093, Q63514	625	18	66065	17.61733333333333	0.9999902413121636	0.328230326620629	17.65018350714903
GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	9	1.248266296809986	0.012376849356154898	P12387, O08565, Q99MQ3, P01027, Q99969, Q2UVX4, Q3SZZ2, P01024, P01025	647	319	67534	2.944896386989869	0.9999999999996632	0.2731980194002358	19.5620711940531
UP_KEYWORDS	Urea cycle	3	0.4160887656033287	0.01243505222132409	P05089, Q95JC8, P30759	719	19	79990	17.56606397774687	0.9962773424359319	0.11688155114148857	16.251512579746354
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	26	3.6061026352288486	0.012634194141120624	P35790, P51659, P35520, P70691, P00508, Q9UBJ2, Q29448, Q9Z1P3, O88844, Q6Q308, Q15070, O18737, Q3UZZ4, Q9W719, Q9ULJ8, P41562, P02786, Q05826, Q3ZBD0, P06731, Q8HYS5, Q7ZW38, Q53H47, Q91WT9, Q2KIV9, Q9Y4B5	625	1624	66065	1.6923054187192117	0.9999926782145464	0.32575060314852244	18.047451697683957
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	23	3.19001386962552	0.012703863320627664	Q6UX65, Q5RBH2, O75293, Q9DA39, Q9JIQ3, P17431, Q9UPQ4, Q9JM53, Q3ZC48, Q96S65, P22339, P05107, P26794, Q95LJ0, P23950, Q6H236, Q9H4B4, P13609, O46427, Q9NR28, P14222, P19139, Q9BX68	647	1358	67534	1.7678534438999076	0.999999999999843	0.2767400650280669	20.026337392603732
GOTERM_MF_DIRECT	GO:0009055~electron carrier activity	12	1.6643550624133148	0.012806435194620179	Q60759, P00125, Q7ZVF3, Q2KHZ9, O75489, P15650, Q9DBS4, P28331, P13804, Q68FU3, Q15067, A5PL98	625	529	66065	2.3978223062381847	0.999993774796164	0.32068771255874784	18.270952226261507
UP_SEQ_FEATURE	domain:C1q	4	0.5547850208044383	0.013138025640687683	Q05A80, P31722, Q2KIV9, Q7Z5L3	635	52	67159	8.135554209569959	0.9999999996193544	0.41080832122295496	19.917350909291244
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	8	1.1095700416088765	0.013472874054501583	Q7ZWE6, Q07014, Q9ULJ8, Q9UHC6, P25054, P78543, Q6DGU5, Q63198	647	261	67534	3.1993936056186225	0.999999999999974	0.2882268707163167	21.10817626700763
SMART	SM01039:SM01039	3	0.4160887656033287	0.013483314021942208	O89051, O42204, O75829	355	17	33701	16.752775476387736	0.9736980064796733	0.22884434513873342	16.32923804357347
GOTERM_BP_DIRECT	GO:0042776~mitochondrial ATP synthesis coupled proton transport	3	0.4160887656033287	0.014026932278085859	P00428, P19536, Q06647	647	19	67534	16.481086797364352	0.9999999999999929	0.29550213629125355	21.87905386824517
GOTERM_BP_DIRECT	GO:0060100~positive regulation of phagocytosis, engulfment	3	0.4160887656033287	0.014026932278085859	P26151, P55160, Q62469	647	19	67534	16.481086797364352	0.9999999999999929	0.29550213629125355	21.87905386824517
GOTERM_BP_DIRECT	GO:0033512~L-lysine catabolic process to acetyl-CoA via saccharopine	3	0.4160887656033287	0.014026932278085859	P11179, A8E657, P36957	647	19	67534	16.481086797364352	0.9999999999999929	0.29550213629125355	21.87905386824517
INTERPRO	IPR019818:Isocitrate/isopropylmalate dehydrogenase, conserved site	4	0.5547850208044383	0.014261347300599825	Q9XSG3, O88844, D4GU92, P41562	703	55	76330	7.8965472649683175	0.9999999986140847	0.31457792565522613	21.107261529741006
UP_SEQ_FEATURE	domain:Leucine-zipper	8	1.1095700416088765	0.014349816206803295	P51145, Q5ZL67, Q05404, Q7ZVS9, P27925, Q3SZZ2, Q05826, Q61827	635	268	67159	3.1570807380420733	0.9999999999492538	0.4312903886959202	21.55294096285223
PIR_SUPERFAMILY	PIRSF000108:isocitrate dehydrogenase (NADP)	3	0.4160887656033287	0.014740296570642108	Q9XSG3, O88844, P41562	119	16	10047	15.830357142857142	0.7666699717317126	0.25252938046101814	15.142618341198322
KEGG_PATHWAY	gga01230:Biosynthesis of amino acids	3	0.4160887656033287	0.01482128468177392	Q5ZLN1, P00504, P00508	377	15	29944	15.885411140583553	0.9999989190172801	0.2630836463749514	20.81765141185454
GOTERM_BP_DIRECT	GO:2001243~negative regulation of intrinsic apoptotic signaling pathway	4	0.5547850208044383	0.015060123823255347	Q9Z1P3, P82013, Q8HYS5, O75489	647	54	67534	7.731867880245005	0.9999999999999993	0.3108276788079971	23.297631890295545
UP_SEQ_FEATURE	domain:Collagen-like	4	0.5547850208044383	0.015276607876117468	P31722, Q2KIV9, Q60754, Q7Z5L3	635	55	67159	7.691796707229778	0.9999999999891513	0.4440844982799208	22.782601640373244
UP_KEYWORDS	Glyoxylate bypass	4	0.5547850208044383	0.015420436568346583	Q9XSG3, O88844, D4GU92, P41562	719	58	79990	7.672533691429667	0.999038132581217	0.14016415099055268	19.769210262709603
UP_KEYWORDS	Cysteine biosynthesis	4	0.5547850208044383	0.015420436568346583	P35520, P18757, Q91WT9, P32929	719	58	79990	7.672533691429667	0.999038132581217	0.14016415099055268	19.769210262709603
GOTERM_BP_DIRECT	GO:0001771~immunological synapse formation	3	0.4160887656033287	0.01548773852564671	O43639, O70460, P14222	647	20	67534	15.657032457496136	0.9999999999999998	0.3153764485992784	23.877613743655722
INTERPRO	IPR001073:Complement C1q protein	4	0.5547850208044383	0.015693339964367427	Q05A80, P31722, Q2KIV9, Q7Z5L3	703	57	76330	7.61947543110978	0.999999999824126	0.3352780366326644	22.977739210011105
INTERPRO	IPR025661:Cysteine peptidase, asparagine active site	4	0.5547850208044383	0.015693339964367427	Q5E968, O46427, Q8HY81, Q3ZCJ8	703	57	76330	7.61947543110978	0.999999999824126	0.3352780366326644	22.977739210011105
KEGG_PATHWAY	mmu01130:Biosynthesis of antibiotics	6	0.8321775312066574	0.015699080889516742	Q60759, O88844, Q99MN9, Q9Z2V4, Q91WT9, Q9WUM5	377	116	29944	4.108295984633678	0.999999523942528	0.27128482628849315	21.91333748031904
KEGG_PATHWAY	hsa01230:Biosynthesis of amino acids	4	0.5547850208044383	0.015704682611333596	P17735, P35520, P05089, P32929	377	42	29944	7.564481495515978	0.9999995264285539	0.2664432221051505	21.92028388694549
INTERPRO	IPR018091:Phosphoenolpyruvate carboxykinase, GTP-utilising, conserved site	3	0.4160887656033287	0.015799162962268156	P05153, Q9Z2V4, P35558	703	21	76330	15.511074984759196	0.9999999998490279	0.33223576479531325	23.11429960822471
GOTERM_BP_DIRECT	GO:0019344~cysteine biosynthetic process	4	0.5547850208044383	0.015818053875543775	P35520, P18757, Q91WT9, P32929	647	55	67534	7.5912884642405505	0.9999999999999999	0.3181871301395215	24.322793530429276
UP_KEYWORDS	Heme	16	2.219140083217753	0.016024208156938467	Q9I426, P35520, A7MBU6, A4QVH4, Q64441, P14650, Q5F339, Q07973, P00125, Q4R8S6, Q91WT9, P14527, Q01741, P02141, P02142, P02019	719	890	79990	2.0000312543951493	0.9992688053510703	0.14241475951150873	20.463728884928866
INTERPRO	IPR009003:Trypsin-like cysteine/serine peptidase domain	9	1.248266296809986	0.016083700736827834	Q3SYW2, P00751, O15393, P04186, P19637, P81187, Q864W0, Q8SQ74, P06681	703	348	76330	2.808039436896061	0.9999999998998663	0.33231505897033753	23.480357242237737
UP_KEYWORDS	Folate-binding	3	0.4160887656033287	0.016503292061591922	P49914, P35846, Q9YH58	719	22	79990	15.170691617145025	0.9994118460575179	0.14355844875831592	21.010838655486165
UP_SEQ_FEATURE	domain:Lipoyl-binding	3	0.4160887656033287	0.016593782498357395	P11179, P11181, P36957	635	21	67159	15.108886389201349	0.9999999999987921	0.4640340274467487	24.499062470578302
GOTERM_BP_DIRECT	GO:1900182~positive regulation of protein localization to nucleus	4	0.5547850208044383	0.016597090293410905	F1LRS8, Q6CLY1, Q9JLQ0, Q810T5	647	56	67534	7.455729741664826	1.0	0.328255277467867	25.3630319599123
GOTERM_MF_DIRECT	GO:0004775~succinate-CoA ligase (ADP-forming) activity	3	0.4160887656033287	0.01660987061370297	P53597, Q9WUM5, Q9YGD2	625	21	66065	15.100571428571428	0.9999998281950467	0.38539673222510795	23.063267176502265
GOTERM_MF_DIRECT	GO:0016651~oxidoreductase activity, acting on NAD(P)H	3	0.4160887656033287	0.01660987061370297	P28331, Q9JM53, Q91YT0	625	21	66065	15.100571428571428	0.9999998281950467	0.38539673222510795	23.063267176502265
GOTERM_BP_DIRECT	GO:0015893~drug transport	3	0.4160887656033287	0.017010761646081705	P34711, O76082, P21447	647	21	67534	14.911459483329653	1.0	0.3321670582298395	25.909908050362674
INTERPRO	IPR003781:CoA-binding	3	0.4160887656033287	0.017274374281715986	P53597, Q9WUM5, Q9YGD2	703	22	76330	14.806026121815597	0.9999999999820594	0.34728835524135926	24.994471357389024
SMART	SM00110:C1Q	4	0.5547850208044383	0.017378168510336123	Q05A80, P31722, Q2KIV9, Q7Z5L3	355	52	33701	7.30249187432286	0.9908891776049135	0.26891056932211943	20.565176723678736
INTERPRO	IPR002347:Glucose/ribitol dehydrogenase	7	0.9708737864077669	0.01742571895112975	P51659, Q7TQA3, Q920P0, Q6P5L8, Q86UD5, Q8WNV7, P50169	703	222	76330	3.4236156497891916	0.9999999999855836	0.3449841431224243	25.184899221031245
GOTERM_BP_DIRECT	GO:0006855~drug transmembrane transport	5	0.6934812760055479	0.017433401196458524	Q9C8G9, P34711, O76082, Q9JK41, P21447	647	103	67534	5.067000795306193	1.0	0.33612161374620386	26.46473716857717
GOTERM_BP_DIRECT	GO:0051402~neuron apoptotic process	5	0.6934812760055479	0.017433401196458524	Q13315, Q5RBH2, Q9JIQ3, Q9NR28, Q9JM53	647	103	67534	5.067000795306193	1.0	0.33612161374620386	26.46473716857717
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	6	0.8321775312066574	0.017554297207094692	P17735, P05153, O88583, P00504, P01027, P01024	647	156	67534	4.0146237070502915	1.0	0.33528522315796516	26.622724030492538
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	7	0.9708737864077669	0.017631481663443277	P23950, P05153, Q5R5B6, Q99MQ3, P17431, Q91WT9, P35558	647	214	67534	3.4143061433792194	1.0	0.33378811252425056	26.723421220286237
UP_KEYWORDS	MHC I	3	0.4160887656033287	0.017968787741757072	O42197, O19477, Q95460	719	23	79990	14.511096329443067	0.9996980011896459	0.15245381748386866	22.662784598218934
GOTERM_MF_DIRECT	GO:0034604~pyruvate dehydrogenase (NAD+) activity	3	0.4160887656033287	0.01815789024022649	Q66I21, Q5RE79, P09623	625	22	66065	14.414181818181817	0.9999999603047443	0.40335040297551894	24.937376442995905
GOTERM_MF_DIRECT	GO:0005178~integrin binding	7	0.9708737864077669	0.018425611908055667	Q07014, P53690, P55906, Q9R182, P29279, Q62469, Q8K1B8	625	219	66065	3.3786666666666667	0.9999999691970223	0.3987206956823329	25.257126532360807
GOTERM_BP_DIRECT	GO:0071223~cellular response to lipoteichoic acid	3	0.4160887656033287	0.01859468155392085	P78556, Q2TBI0, O89093	647	22	67534	14.233665870451032	1.0	0.3458007101538627	27.969133644461706
UP_SEQ_FEATURE	chain:Complement C4 alpha chain	2	0.27739251040221913	0.018791587299438865	P01030, P08649	635	2	67159	105.76220472440944	0.9999999999999692	0.4991083278246373	27.28346179026506
UP_SEQ_FEATURE	chain:Coagulation factor XIII B chain	2	0.27739251040221913	0.018791587299438865	Q07968, P05160	635	2	67159	105.76220472440944	0.9999999999999692	0.4991083278246373	27.28346179026506
UP_SEQ_FEATURE	chain:Growth arrest and DNA-damage-inducible protein GADD45 beta	2	0.27739251040221913	0.018791587299438865	O75293, P22339	635	2	67159	105.76220472440944	0.9999999999999692	0.4991083278246373	27.28346179026506
UP_SEQ_FEATURE	chain:DnaJ homolog subfamily C member 7	2	0.27739251040221913	0.018791587299438865	Q99615, Q9QYI3	635	2	67159	105.76220472440944	0.9999999999999692	0.4991083278246373	27.28346179026506
UP_SEQ_FEATURE	chain:Complement C4 beta chain	2	0.27739251040221913	0.018791587299438865	P08649, P0C0L4	635	2	67159	105.76220472440944	0.9999999999999692	0.4991083278246373	27.28346179026506
INTERPRO	IPR008209:Phosphoenolpyruvate carboxykinase, GTP-utilising	3	0.4160887656033287	0.018805656714871638	P05153, Q9Z2V4, P35558	703	23	76330	14.162285855649701	0.9999999999980405	0.361928745185372	26.900364922360144
KEGG_PATHWAY	dre01200:Carbon metabolism	3	0.4160887656033287	0.01888314297023024	Q6NYL5, Q7ZVF3, A5PL98	377	17	29944	14.01653924169137	0.9999999758410204	0.3060724384380573	25.76980734117057
GOTERM_BP_DIRECT	GO:0050726~positive regulation of interleukin-1 alpha biosynthetic process	2	0.27739251040221913	0.01903974483240128	P78556, O89093	647	2	67534	104.38021638330757	1.0	0.3497372320520522	28.537967670790177
INTERPRO	IPR025660:Cysteine peptidase, histidine active site	4	0.5547850208044383	0.01961517899268773	Q5E968, O46427, Q8HY81, Q3ZCJ8	703	62	76330	7.005001606020282	0.999999999999393	0.36944404338247894	27.889451171464597
UP_SEQ_FEATURE	active site:Proton acceptor	40	5.547850208044383	0.019652117302350718	P51659, Q8BMF3, Q2QLE0, Q2KHZ9, A4QVH4, O88989, O46629, P14650, Q5NVR2, Q6P5L8, P26794, P09623, Q9R012, O95479, Q6J9G1, P21265, Q7ZVF3, Q920P0, Q9I8N6, Q99MQ3, Q2KJC9, Q8BWF0, P16930, Q7ZUS4, Q07014, Q8NRS1, Q7TQA3, Q9DG02, O94537, P50169, Q95LJ0, Q60759, Q9H4B4, Q66I21, Q96KP4, P11884, Q7T2V2, P19139, Q8WNV7, Q15067	635	2914	67159	1.4517804354757646	0.9999999999999927	0.5071827130266813	28.34712437064546
GOTERM_MF_DIRECT	GO:0004613~phosphoenolpyruvate carboxykinase (GTP) activity	3	0.4160887656033287	0.01976435141515144	P05153, Q9Z2V4, P35558	625	23	66065	13.787478260869563	0.9999999913431852	0.41164587375006845	26.836993837221033
GOTERM_BP_DIRECT	GO:0046655~folic acid metabolic process	3	0.4160887656033287	0.020238197654710875	P49914, P35846, P11586	647	23	67534	13.614810832605334	1.0	0.3645019143070348	30.048723581324964
SMART	SM00881:SM00881	3	0.4160887656033287	0.020254029624201912	P53597, Q9WUM5, Q9YGD2	355	21	33701	13.561770623742452	0.9958464998566043	0.2901756566298027	23.564752827244774
GOTERM_BP_DIRECT	GO:0070814~hydrogen sulfide biosynthetic process	4	0.5547850208044383	0.020810293838681628	P35520, P18757, Q91WT9, P32929	647	61	67534	6.844604353003775	1.0	0.36988706694146434	30.759235858067278
GOTERM_CC_DIRECT	GO:0016023~cytoplasmic, membrane-bounded vesicle	10	1.3869625520110958	0.02097082681448203	Q9CQW9, Q13315, Q91ZR2, O08565, P02786, P35382, Q5ZJF4, P14222, Q8R4L0, O15524	672	408	68124	2.4846813725490193	0.9999163500897796	0.3130919291455333	25.918380105723916
GOTERM_BP_DIRECT	GO:0014823~response to activity	5	0.6934812760055479	0.020986916105434045	O08565, Q9Z2V4, P35558, Q9JK11, Q9CZ13	647	109	67534	4.78808332033521	1.0	0.369614324929903	30.977212881177874
GOTERM_BP_DIRECT	GO:0051281~positive regulation of release of sequestered calcium ion into cytosol	4	0.5547850208044383	0.021716719038598224	A9QWP9, P26824, P97583, P25116	647	62	67534	6.7342075086004884	1.0	0.37698365633346576	31.87105284706534
GOTERM_BP_DIRECT	GO:0002548~monocyte chemotaxis	4	0.5547850208044383	0.021716719038598224	O70460, Q16627, P78556, O89093	647	62	67534	6.7342075086004884	1.0	0.37698365633346576	31.87105284706534
UP_SEQ_FEATURE	site:Important for catalytic activity	4	0.5547850208044383	0.021884980458004084	Q96KP4, Q7ZW38, A1YIZ1, Q62651	635	63	67159	6.7150606174228225	0.9999999999999998	0.5379703767656496	31.039233191313855
UP_KEYWORDS	Lipoprotein	30	4.160887656033287	0.02193356940239261	P04114, P51655, O73872, P49006, A6NNB3, P26644, A5D7J5, Q9EQT3, Q3T100, Q60415, Q01628, P08174, P49697, Q9CQW9, Q9NUQ9, Q07014, P02786, Q76B49, Q63ZW2, Q503V0, Q5R412, P06731, P60519, P56159, Q7ZUN8, P35846, Q8R4L0, P0DKX7, Q0VBZ9, Q63198	719	2157	79990	1.547312079634634	0.9999504944503006	0.17985039938594316	26.97245054337416
GOTERM_BP_DIRECT	GO:0006531~aspartate metabolic process	3	0.4160887656033287	0.021940028597651987	P05153, P00504, P00508	647	24	67534	13.047527047913446	1.0	0.3772908240883811	32.142367539409214
UP_SEQ_FEATURE	nucleotide phosphate-binding region:NADP	9	1.248266296809986	0.021952251551318212	Q9XSG3, O88844, P41562, Q920P0, Q99L27, Q8CG45, Q8WNV7, P50169, P11586	635	360	67159	2.644055118110236	0.9999999999999999	0.5315801373351243	31.118844735477214
UP_KEYWORDS	Endosome	21	2.912621359223301	0.02207995367312416	Q7ZWE6, Q9CQW9, O89051, Q91ZR2, O08565, O42204, Q76B49, E9Q4P1, Q503V0, Q1LWC2, Q5HZ92, P04233, Q9BGL2, Q6FQF0, Q96B67, P35846, P14222, Q01628, Q8R4L0, P46527, Q15546	719	1350	79990	1.7305825992891362	0.9999536983025944	0.17773519045014297	27.12721065487217
GOTERM_BP_DIRECT	GO:0006122~mitochondrial electron transport, ubiquinol to cytochrome c	4	0.5547850208044383	0.02264443234725388	P31800, Q5RC24, Q9CZ13, P23004	647	63	67534	6.6273153259242905	1.0	0.384039323586139	32.991538696781454
GOTERM_BP_DIRECT	GO:0006097~glyoxylate cycle	4	0.5547850208044383	0.02264443234725388	Q9XSG3, O88844, D4GU92, P41562	647	63	67534	6.6273153259242905	1.0	0.384039323586139	32.991538696781454
INTERPRO	IPR013786:Acyl-CoA dehydrogenase/oxidase, N-terminal	4	0.5547850208044383	0.02310612691224118	Q60759, Q2KHZ9, P15650, Q15067	703	66	76330	6.5804560541402655	0.9999999999999961	0.41457349075687633	32.012501442654475
GOTERM_MF_DIRECT	GO:0003954~NADH dehydrogenase activity	3	0.4160887656033287	0.023147663051202735	P34943, O75489, Q91YT0	625	25	66065	12.684479999999999	0.9999999996525475	0.45393153741551373	30.691481487319404
GOTERM_CC_DIRECT	GO:0045252~oxoglutarate dehydrogenase complex	3	0.4160887656033287	0.02316835283825006	P11179, Q5PRA2, P36957	672	24	68124	12.671874999999998	0.9999690873275978	0.32927620559884174	28.2377153451001
GOTERM_CC_DIRECT	GO:0042571~immunoglobulin complex, circulating	3	0.4160887656033287	0.02316835283825006	P01836, B9A064, P15814	672	24	68124	12.671874999999998	0.9999690873275978	0.32927620559884174	28.2377153451001
PIR_SUPERFAMILY	PIRSF500181:complement factor B [Parent=PIRSF001154]	2	0.27739251040221913	0.023352813942603513	P00751, P04186	119	2	10047	84.42857142857142	0.9013050561911566	0.32019792789937884	22.993270041646518
